entity_id	name	type	language	source_id	note
SSA:0000911	House sparrow	common	en	SEED	
SSA:0000912	Harbour porpoise	common	en	SEED	
SSA:0000912	harbor porpoise	hidden	en	SEED	US spelling.
SSA:0000913	Dall's porpoise	common	en	SEED	
SSA:0000913	Dalls porpoise	hidden	en	SEED	Apostrophe-free spelling, for autocomplete.
SSA:0000914	Pacific white-sided dolphin	common	en	SEED	
SSA:0000914	Lagenorhynchus obliquidens	historical	en	SEED	The genus this species sat in until recently; still in wide use, including by PSEMP and WDFW.
SSA:0000914	Aethalodelphis obliquidens	hidden	en	SEED	The name NCBI gives NCBITaxon:3371155. Searchable, but not offered as a name; see the entity note.
SSA:0000915	Minke whale	common	en	SEED	No bare "minke" row: T064A (SSA:0010183) is nicknamed Minke, and the two fold together (ADR-0019).
SSA:0000916	Fin whale	common	en	SEED	
SSA:0000917	Northern elephant seal	common	en	SEED	
SSA:0000917	elephant seal	hidden	en	SEED	No other elephant seal occurs here.
SSA:0000918	Sea otter	common	en	SEED	
SSA:0002000	T002	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002001	Secret Agents	common	en	BIGGS-SHEET	Recorded in the sheet as a "Known as" heading.
SSA:0002001	T007	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002002	T010	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002003	T011	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002004	T012	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002005	T018	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002006	T019	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002007	T020	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002008	T021	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002009	Motley Crew	common	en	BIGGS-SHEET	Recorded in the sheet as a "Known as" heading.
SSA:0002009	T023	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002010	T026	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002011	T028	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002012	T030	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002013	T031	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002014	T034	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002015	T035	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002016	T036	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002017	T037	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002018	T038	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002019	T040	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002020	Ted's Gang	common	en	BIGGS-SHEET	Recorded in the sheet as a "Known as" heading.
SSA:0002020	T041	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002021	T046	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002022	T049	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002023	T050	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002024	T051	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002025	T054	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002026	T055	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002027	T057	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002028	T058	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002029	T059	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002030	T060	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002031	T063	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002032	T064	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002033	T065	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002034	T068	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002035	T069	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002036	T070	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002037	T071	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002038	T072	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002039	Sea Monster Family	common	en	BIGGS-SHEET	Recorded in the sheet as a "Known as" heading.
SSA:0002039	T073	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002040	T074	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002041	T075	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002042	T077	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002043	T085	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002044	T086	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002045	T087	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002046	T091	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002047	T093	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002048	T097	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002049	Gretzky's	common	en	BIGGS-SHEET	Recorded in the sheet as a "Known as" heading.
SSA:0002049	T099	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002050	T100	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002051	T101	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002052	T102	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002053	T103	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002054	Runaway's	common	en	BIGGS-SHEET	Recorded in the sheet as a "Known as" heading.
SSA:0002054	T109	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002055	T111	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002056	T112	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002057	T113	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002058	T114	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002059	T115	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002060	T116	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002061	T117	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002062	T118	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002063	T120	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002064	T121	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002065	T122	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002066	T123	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002067	T124	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002068	T125	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002069	T127	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002070	T128	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002071	T129	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002072	T130	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002073	T131	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002074	T132	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002075	T133	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002076	T134	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002077	T135	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002078	T137	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002079	T139	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002080	T140	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002081	T141	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002082	T142	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002083	T143	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002084	T146	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002085	T147	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002086	T148	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002087	T149	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002088	T150	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002089	T151	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002090	T152	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002091	T157	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002092	T160	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002093	T161	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002094	T162	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002095	T165	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002096	T166	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002097	T167	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002098	T168	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002099	T169	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002100	T170	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002101	T171	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002102	T172	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002103	T173	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002104	T174	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002105	T175	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002106	T176	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002107	T177	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002108	T178	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002109	T179	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002110	T180	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002111	T181	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002112	T182	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002113	T183	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002114	T184	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002115	T185	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002116	T186	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002117	T187	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002118	T188	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002119	T196	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002120	T197	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002121	T199	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002122	T221	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002123	T223	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002124	T224	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002125	T225	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002126	T227	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002127	T250	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002128	T251	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002129	T252	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0002130	T253	hidden	en	BIGGS-SHEET	Bare designation.
SSA:0010000	Pedder	common	en	BIGGS-SHEET	Named by VanAqua.
SSA:0010000	AM3	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010001	Tasu	common	en	BIGGS-SHEET	Named by VanAqua.
SSA:0010001	AM5	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010002	Rocky	common	en	BIGGS-SHEET	Named by VanAqua.
SSA:0010003	Tumbo	common	en	BIGGS-SHEET	Named by VanAqua/Dena Matkin.
SSA:0010003	Barabbas	common	en	BIGGS-SHEET	Named by VanAqua/Dena Matkin.
SSA:0010004	Lucy	common	en	BIGGS-SHEET	Named by VanAqua/Dena Matkin.
SSA:0010004	Helena	common	en	BIGGS-SHEET	Named by VanAqua/Dena Matkin.
SSA:0010005	Kano	common	en	BIGGS-SHEET	Named by VanAqua.
SSA:0010008	Innis	common	en	BIGGS-SHEET	Named by DFO/Alexandra Morton.
SSA:0010009	Arrow	common	en	BIGGS-SHEET	Named by DFO/Alexandra Morton.
SSA:0010010	Spiller	common	en	BIGGS-SHEET	Named by DFO/Alexandra Morton.
SSA:0010011	Knox	common	en	BIGGS-SHEET	Named by Nicky Smiley (Transient/Bigg's Orca Nick Naming Page).
SSA:0010012	Moonraker	common	en	BIGGS-SHEET	Named by Andy Scheffler (Transient/Bigg's Orca Nick Naming Page).
SSA:0010013	Domino	common	en	BIGGS-SHEET	Named by Nicky Smiley (Transient/Bigg's Orca Nick Naming Page).
SSA:0010014	Spectre	common	en	BIGGS-SHEET	Named by Faith Jayaram & Taylor Redmond (Transient/Bigg's Orca Nicknaming Page).
SSA:0010015	Langara	common	en	BIGGS-SHEET	Named by VanAqua.
SSA:0010016	Siwash	common	en	BIGGS-SHEET	Named by VanAqua.
SSA:0010017	Bubba	common	en	BIGGS-SHEET	Named by SIMRS/VanAqua.
SSA:0010017	Bones	common	en	BIGGS-SHEET	Named by SIMRS/VanAqua.
SSA:0010018	Wakana	common	en	BIGGS-SHEET	Named by DFO/Alexandra Morton.
SSA:0010019	Rainy	common	en	BIGGS-SHEET	Named by DFO/Alexandra Morton.
SSA:0010020	Nitinat	common	en	BIGGS-SHEET	Named by DFO.
SSA:0010021	Esperanza	common	en	BIGGS-SHEET	Named by SIMRS/DFO/VanAqua.
SSA:0010022	Nootka	common	en	BIGGS-SHEET	Named by SIMRS/DFO/VanAqua.
SSA:0010022	Mooyah	common	en	BIGGS-SHEET	Named by SIMRS/DFO/VanAqua.
SSA:0010023	Galiano	common	en	BIGGS-SHEET	Named by VanAqua/Dena Matkin.
SSA:0010023	Kosatka	common	en	BIGGS-SHEET	Named by VanAqua/Dena Matkin.
SSA:0010024	Spouter	common	en	BIGGS-SHEET	Named by VanAqua.
SSA:0010025	Kwatsi	common	en	BIGGS-SHEET	Named by VanAqua (?).
SSA:0010026	Pandora	common	en	BIGGS-SHEET	Named by VanAqua (?).
SSA:0010027	Janice	common	en	BIGGS-SHEET	Named by SIMRS/Dena Matkin.
SSA:0010027	Warmsprings	common	en	BIGGS-SHEET	Named by SIMRS/Dena Matkin.
SSA:0010028	Cindy	common	en	BIGGS-SHEET	Named by SIMRS/Dena Matkin.
SSA:0010028	Freshwater	common	en	BIGGS-SHEET	Named by SIMRS/Dena Matkin.
SSA:0010029	Durban	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010030	Bunzie	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010031	Grym	common	en	BIGGS-SHEET	
SSA:0010032	Cascade	common	en	BIGGS-SHEET	Named by Bonnie Gretz  (Transient/Bigg's Orca Nick Naming Page).
SSA:0010033	Axle	common	en	BIGGS-SHEET	Named by SIMRS/Dena Matkin.
SSA:0010033	Brighty	common	en	BIGGS-SHEET	Named by SIMRS/Dena Matkin.
SSA:0010034	Robin	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010035	Sixx	common	en	BIGGS-SHEET	Named by Tomislav Flip (Transient/Bigg's Orca Nick Naming Page).
SSA:0010036	Wildside	common	en	BIGGS-SHEET	Named by (Transient/Bigg's Orca Nick Naming Page).
SSA:0010037	Saoirse	common	en	BIGGS-SHEET	Named by Brendon Bissonnette (Transient/Bigg's Orca Nick Naming page).
SSA:0010038	Ursula	common	en	BIGGS-SHEET	Named by Justine Buckmaster (Transient/Bigg's Orca Nick Naming page).
SSA:0010039	Khaz	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010040	Slocum	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010044	Lydonia	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010047	Lluvia	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010048	Gwaii	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010050	Elwha	common	en	BIGGS-SHEET	Named by Talia Goodyear (Transient/Bigg's Orca Nick Naming Page).
SSA:0010051	Sequoia	common	en	BIGGS-SHEET	Named by Monika Wieland Shields (Transient/Bigg's Orca Nick Naming page).
SSA:0010052	Lyra	common	en	BIGGS-SHEET	Named by Whitley Mike (Transient/Bigg's Orca Nick Naming Page).
SSA:0010053	Vega	common	en	BIGGS-SHEET	Named by Whitley Mike (Transient/Bigg's Orca Nick Naming Page).
SSA:0010054	Capella	common	en	BIGGS-SHEET	Named by Whitley Mike (Transient/Bigg's Orca Nick Naming Page).
SSA:0010055	Vesper	common	en	BIGGS-SHEET	Named by Amanda Marie Colbert (Transient/Bigg's Orca Nick Naming Page).
SSA:0010056	Salix	common	en	BIGGS-SHEET	Named by Monika Wieland Shields (Transient/Bigg's Orca Nick Naming page).
SSA:0010057	Yankee One	common	en	BIGGS-SHEET	Named by SIMRS/Dena Matkin.
SSA:0010057	Drake	common	en	BIGGS-SHEET	Named by SIMRS/Dena Matkin.
SSA:0010058	Grace	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010059	Pachamama	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010061	Amaru	common	en	BIGGS-SHEET	Named by Amanda Marie Colbert (Transient/Bigg's Orca Nick Naming Page).
SSA:0010062	Sonder	common	en	BIGGS-SHEET	Named by Amanda Marie Colbert (Transient/Bigg's Orca Nick Naming Page).
SSA:0010063	Ruby Roo	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010064	Pearl	common	en	BIGGS-SHEET	Named by Dena Matkin/ Sara Hysong-Shimazu (Transient/Bigg's Orca Nick Naming Page).
SSA:0010064	Lester	common	en	BIGGS-SHEET	Named by Dena Matkin/ Sara Hysong-Shimazu (Transient/Bigg's Orca Nick Naming Page).
SSA:0010065	Opal	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010066	Topaz	common	en	BIGGS-SHEET	Named by Brendon Bissonnette (Transient/Bigg's Orca Nick Naming page).
SSA:0010067	Garnet	common	en	BIGGS-SHEET	Named by Brendon Bissonnette (Transient/Bigg's Orca Nick Naming page).
SSA:0010068	Agate	common	en	BIGGS-SHEET	Named by Sara Hysong-Shimazu (Transient/Bigg's Orca Nick Naming page).
SSA:0010069	Flapjack	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010069	AB31	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010070	Leland	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010070	AM35	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010071	Tierna	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010072	Drift	common	en	BIGGS-SHEET	Named by Elizabeth Zwamborn (Transient/Bigg's Orca Nick Naming Page).
SSA:0010073	Kailas	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010074	Storm	common	en	BIGGS-SHEET	Named by Talia Goodyear (Transient/Bigg's Orca Nick Naming Page)/Dena Matkin.
SSA:0010074	Mike III	common	en	BIGGS-SHEET	Named by Talia Goodyear (Transient/Bigg's Orca Nick Naming Page)/Dena Matkin.
SSA:0010075	Squall	common	en	BIGGS-SHEET	Named by Amanda Marie Colbert (Transient/Bigg's Orca Nick Naming Page).
SSA:0010076	Tattertip	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010077	Bhotia	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010078	Maple	common	en	BIGGS-SHEET	Named by Lauren Tschirhart (Transient/Bigg's Orca Nick Naming Page).
SSA:0010079	Greenfelder	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010080	Chip	common	en	BIGGS-SHEET	Named by Leah Vanderwiel (Transient/Bigg's Orca Nick Naming Page).
SSA:0010081	Auk	common	en	BIGGS-SHEET	Named by Julie Massa & Amanda Marie Colbert (Transient/Bigg's Orca Nick Naming Page).
SSA:0010082	Pizza Fin	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010082	Rocky III	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010083	Volker	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010084	Inyo	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010085	Inky	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010086	Spinnaker	common	en	BIGGS-SHEET	Named by Ashley Keegan (Transient/Bigg's Orca Nick Naming page).
SSA:0010087	Crinkle	common	en	BIGGS-SHEET	Named by Selena Rhodes Scofield (Transient/Bigg's Orca Nick Naming page).
SSA:0010088	Jib	common	en	BIGGS-SHEET	Named by Monika Wieland Shields (Transient/Bigg's Orca Nick Naming page).
SSA:0010089	Harald	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010090	Lance	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010091	Trident	common	en	BIGGS-SHEET	Named by Monika Wieland Shields (Transient/Bigg's Orca Nick Naming page).
SSA:0010092	Slice	common	en	BIGGS-SHEET	Named by Monika Wieland Shields (Transient/Bigg's Orca Nick Naming page).
SSA:0010093	Graeme	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010094	Dana	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010098	Jane	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010099	Cook*	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010101	Borrowman	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010102	Falconer	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010103	Hocker*	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010105	Captian Hook	common	en	BIGGS-SHEET	
SSA:0010105	AL40	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010106	Lawrie	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010107	Jemison	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010108	Palm	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010109	Tree	common	en	BIGGS-SHEET	Named by SIMRS.
SSA:0010111	Wake	common	en	BIGGS-SHEET	Named by Ashley Keegan (Transient/Bigg's Orca Nick Naming page).
SSA:0010112	Raksha	common	en	BIGGS-SHEET	Named by Brendon Bissonnette (Transient/Bigg's Orca Nick Naming page).
SSA:0010113	Tread	common	en	BIGGS-SHEET	Named by Andy Scheffler (Transient/Bigg's Orca Nick Naming Page).
SSA:0010114	Tsakani	common	en	BIGGS-SHEET	Named by Brendon Bissonnette (Transient/Bigg's Orca Nick Naming page).
SSA:0010115	Tl'uk	common	en	BIGGS-SHEET	Named by Jilann Campbell (Transient/Bigg's Orca Nick Naming Page).
SSA:0010116	Tide	common	en	BIGGS-SHEET	Named by Lauren Tschirhart (Transient/Bigg's Orca Nick Naming Page).
SSA:0010117	Akela	common	en	BIGGS-SHEET	Named by Nicky Smiley (Transient/Bigg's Orca Nick Naming Page).
SSA:0010119	Takaya	common	en	BIGGS-SHEET	Named by Vanessa Pirtle Franz (Transient/Bigg's Orca Nick Naming Page).
SSA:0010120	Sedna	common	en	BIGGS-SHEET	Named by Whitley Mike (Transient/Bigg's Orca Nick Naming Page).
SSA:0010121	Munro	common	en	BIGGS-SHEET	Named by Community Choice (Transient/Bigg's Orca Nick Naming Page).
SSA:0010122	Quiver	common	en	BIGGS-SHEET	Named by Ashley Keegan (Transient/Bigg's Orca Nick Naming Page).
SSA:0010124	Sol	common	en	BIGGS-SHEET	Named by Monika Wieland Shields (Transient/Bigg's Orca Nick Naming page).
SSA:0010125	Tala	common	en	BIGGS-SHEET	Named by Elizabeth Zwamborn & Amanda Marie Colbert (Transient/Bigg's Orca Nick Naming page).
SSA:0010126	Carmanah	common	en	BIGGS-SHEET	Named by Brendon Bissonnette (Transient/Bigg's Orca Nick Naming page).
SSA:0010127	Tsunami	common	en	BIGGS-SHEET	Named by Monika Wieland Shields (Transient/Bigg's Orca Nick Naming page).
SSA:0010128	Sam	common	en	BIGGS-SHEET	Named by Dr. John Ford and Graeme Ellis.
SSA:0010129	Razor	common	en	BIGGS-SHEET	Named by Brendon Bissonnette (Transient/Bigg's Orca Nick Naming page).
SSA:0010130	Hobi	common	en	BIGGS-SHEET	Named by Nicky Smiley (Transient/Bigg's Orca Nick Naming Page).
SSA:0010132	Strider	common	en	BIGGS-SHEET	Named by Ryleigh Whitfield (Transient/Bigg's Orca Nick Naming Page).
SSA:0010133	Thor	common	en	BIGGS-SHEET	Named by Ashley Keegan (Transient/Bigg's Orca Nick Naming Page).
SSA:0010134	Loki	common	en	BIGGS-SHEET	Named by Ryleigh Whitfield (Transient/Bigg's Orca Nick Naming Page).
SSA:0010135	Nan	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010135	AL12	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010136	Noah	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010137	Judy	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010137	Jude	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010138	Nat	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010139	Neptune	common	en	BIGGS-SHEET	Named by Monika Wieland Sheilds (Transient/Bigg's Orca Nick Naming Page).
SSA:0010140	Nebula	common	en	BIGGS-SHEET	Named by Ashley Keegan (Transient/Bigg's Orca Nick Naming Page).
SSA:0010141	Charlie II	common	en	BIGGS-SHEET	Named by April Ryan & Sara Hysong-Shimazu (Transient/Bigg's Orca Nick Naming Page).
SSA:0010142	Van	common	en	BIGGS-SHEET	Named by Dena Matkin.
