entity_id	name	type	language	source_id	note
SSA:0010142	AL20	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010143	Voyageur	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010144	Skyler	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010145	CharChar	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010148	Neilson	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010148	Janet	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010149	Boulder	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010149	AL8	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010150	Bolder	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010151	Sita	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010152	Blakeslee	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010154	Passage	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010155	Lyrical*	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010156	Grandmama*	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010157	Roswell	common	en	BIGGS-SHEET	Named by Ashley Keegan (Transient/Bigg's Orca Nick Naming Page) /Dena Matkin.
SSA:0010157	Loner	common	en	BIGGS-SHEET	Named by Ashley Keegan (Transient/Bigg's Orca Nick Naming Page) /Dena Matkin.
SSA:0010157	AL9	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010158	Seaforth	common	en	BIGGS-SHEET	Named by Jared Towers (Transient/Bigg's Orca Nick Naming Page) /Dena Matkin.
SSA:0010175	Panthera	common	en	BIGGS-SHEET	Named by Talia Goodyear (Transient/Bigg's Orca Nick Naming Page).
SSA:0010176	Yelnats	common	en	BIGGS-SHEET	Named by Tomislav Flip (Transient/Bigg's Orca Nick Naming Page).
SSA:0010177	Onca	common	en	BIGGS-SHEET	Named by Nicky Smiley (Transient/Bigg's Orca Nick Naming Page).
SSA:0010178	Lynx	common	en	BIGGS-SHEET	Named by Tomislav Flip (Transient/Bigg's Orca Nick Naming Page).
SSA:0010179	Tigris	common	en	BIGGS-SHEET	Named by April Ryan and Nicky Smiley (Transient/Bigg's Orca Nick Naming Page).
SSA:0010180	Uncia	common	en	BIGGS-SHEET	Named by Ellie Sawyer (Transient/Bigg's Orca Nick Naming Page).
SSA:0010181	Chainsaw	common	en	BIGGS-SHEET	Named by ?/Dena Matkin.
SSA:0010181	Zorro	common	en	BIGGS-SHEET	Named by ?/Dena Matkin.
SSA:0010181	AM20	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010182	Keku	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010182	AM21	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010183	Minke	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010183	AM27	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010184	Tonsai	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010185	Sparrow	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010185	Sparrow Rose*	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010186	Nova*	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010188	Amabilidad	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010189	Peaches*	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010191	Pelosi*	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010192	Whidbey II	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010192	AM22	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010193	Artemis	common	en	BIGGS-SHEET	Named by Traci Walter (Transient/Bigg's Orca Nick Naming Page) /Dena Matkin.
SSA:0010193	Fingers	common	en	BIGGS-SHEET	Named by Traci Walter (Transient/Bigg's Orca Nick Naming Page) /Dena Matkin.
SSA:0010193	AM25	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010194	Ooxjaa	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010195	Amir	common	en	BIGGS-SHEET	Named by Transient/Bigg's Orca Nick Naming Page/ Dena Matkin.
SSA:0010195	Amira	common	en	BIGGS-SHEET	Named by Transient/Bigg's Orca Nick Naming Page/ Dena Matkin.
SSA:0010196	Ellifrit	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010197	Indy	common	en	BIGGS-SHEET	Named by Andy Scheffler (Transient/Bigg's Orca Nick Naming Page)/Dena Matkin.
SSA:0010197	Elsie	common	en	BIGGS-SHEET	Named by Andy Scheffler (Transient/Bigg's Orca Nick Naming Page)/Dena Matkin.
SSA:0010198	Callisto	common	en	BIGGS-SHEET	Named by April Ryan (Transient/Bigg's Orca Nick Naming Page) / Dena Matkin.
SSA:0010198	Butterbean*	common	en	BIGGS-SHEET	Named by April Ryan (Transient/Bigg's Orca Nick Naming Page) / Dena Matkin.
SSA:0010199	Chunk	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010199	AM26	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010200	Birdsall	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010201	Corvus	common	en	BIGGS-SHEET	Named by Monika Wieland Sheilds (Transient/Bigg's Orca Nick Naming Page)/Dena Matkin.
SSA:0010201	Nettle	common	en	BIGGS-SHEET	Named by Monika Wieland Sheilds (Transient/Bigg's Orca Nick Naming Page)/Dena Matkin.
SSA:0010202	Rook	common	en	BIGGS-SHEET	Named by Vanessa Franz, Julie Massa, Elizabeth Zwamborn (Transient/Bigg's Orca Nick Naming Page).
SSA:0010203	Yakataga	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010203	AQ10	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010204	Ken	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010204	AQ11	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010205	Phylly	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010205	AQ12	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010206	Obsidian	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010207	Fern*	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010210	Quartz	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010211	Wilder	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010212	Chiak	common	en	BIGGS-SHEET	Named by Dena Matkin/Ellie Sawyer (Transient/Bigg's Nick Naming Page.
SSA:0010212	Penumbra	common	en	BIGGS-SHEET	Named by Dena Matkin/Ellie Sawyer (Transient/Bigg's Nick Naming Page.
SSA:0010213	Venture*	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010214	Bazan	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010214	AQ14	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010215	Sila	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010216	Jacobsen	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010218	Rich*	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010221	Komox	common	en	BIGGS-SHEET	Named by Ella Smiley (Transient/Bigg's Orca Nick Naming Page).
SSA:0010222	Kitimat	common	en	BIGGS-SHEET	Named by Ella Smiley (Transient/Bigg's Orca Nick Naming Page).
SSA:0010223	Hartley	common	en	BIGGS-SHEET	Named by Brendon Bissonnette (Transient/Bigg's Orca Nick Naming page).
SSA:0010224	Kʷiisahii	common	en	BIGGS-SHEET	Named by Andrew McCurdy and Ali Ca (Transient/Bigg's Orca Nick Naming Page).
SSA:0010225	Našuk	common	en	BIGGS-SHEET	Named by Andrew McCurdy and Ali Ca (Transient/Bigg's Orca Nick Naming Page).
SSA:0010226	Kismet	common	en	BIGGS-SHEET	Named by Ellie Sawyer (Transient/Bigg's Orca Nick Naming Page).
SSA:0010228	Kye	common	en	BIGGS-SHEET	Named by Ella Smiley (Transient/Bigg's Orca Nick Naming Page).
SSA:0010234	Kodiak	common	en	BIGGS-SHEET	Named by Ella Smiley (Transient/Bigg's Orca Nick Naming Page).
SSA:0010235	Kin	common	en	BIGGS-SHEET	Named by Ella Smiley (Transient/Bigg's Orca Nick Naming Page).
SSA:0010237	Bonkers	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010238	Hopkins	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010239	Hood	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010240	Zengo	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010241	Tasli	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010243	Jared	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010244	Heise	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010245	Sutton	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010246	Young	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010246	AQ2	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010247	Doris	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010248	Nessie	common	en	BIGGS-SHEET	Named by Orca Behavior Institute/Dena Matkin.
SSA:0010248	Greg	common	en	BIGGS-SHEET	Named by Orca Behavior Institute/Dena Matkin.
SSA:0010249	Caddy	common	en	BIGGS-SHEET	Named by Orca Behavior Institute/Dena Matkin.
SSA:0010249	Paws	common	en	BIGGS-SHEET	Named by Orca Behavior Institute/Dena Matkin.
SSA:0010250	Ogopogo	common	en	BIGGS-SHEET	Named by Orca Behavior Institute/Dena Matkin.
SSA:0010250	Trites	common	en	BIGGS-SHEET	Named by Orca Behavior Institute/Dena Matkin.
SSA:0010251	Champ	common	en	BIGGS-SHEET	Named by Orca Behavior Institute/Dena Matkin.
SSA:0010251	Jessica*	common	en	BIGGS-SHEET	Named by Orca Behavior Institute/Dena Matkin.
SSA:0010252	Blur	common	en	BIGGS-SHEET	Named by Dena Matkin/Nicky Smiley (Transient/Bigg's Orca Nick Naming page).
SSA:0010252	Kwénis	common	en	BIGGS-SHEET	Named by Dena Matkin/Nicky Smiley (Transient/Bigg's Orca Nick Naming page).
SSA:0010252	AQ35	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010253	Vicky	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010254	Guba	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010256	Steve	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010257	Andy Bigg	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010257	AQ32	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010258	Kidney	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010258	AQ3	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010259	Stone	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010259	AQ9	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010260	Pebbles	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010260	AQ15	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010261	Scars	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010262	Jasper	common	en	BIGGS-SHEET	Named by Sarah McCullagh (Transient/Bigg's Orca Nick Naming Page) /Dena Matkin.
SSA:0010262	Fifi	common	en	BIGGS-SHEET	Named by Sarah McCullagh (Transient/Bigg's Orca Nick Naming Page) /Dena Matkin.
SSA:0010263	Rubble	common	en	BIGGS-SHEET	Named by Ang Nicholson (Transient/Bigg's Orca Nick Naming Page)/Dena Matkin.
SSA:0010263	Kasnikyu*	common	en	BIGGS-SHEET	Named by Ang Nicholson (Transient/Bigg's Orca Nick Naming Page)/Dena Matkin.
SSA:0010264	Petra	common	en	BIGGS-SHEET	Named by Kelly Dawson & Padmini Harchandrai (Transient/Bigg's Orca Nick Naming Page).
SSA:0010265	Bam-Bam	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010266	Carlos*	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010267	Gavin*	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010268	Flint	common	en	BIGGS-SHEET	Named by Elizabeth Zwamborn (Transient/Bigg's Orca Nick Naming Page).
SSA:0010269	Slate	common	en	BIGGS-SHEET	Named by Elizabeth Zwamborn & Monika Wieland Shields (Transient/Bigg's Orca Nick Naming Page).
SSA:0010270	Asja	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010270	AQ7	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010271	Eva	common	en	BIGGS-SHEET	Named by Dena Matkin /TransientBigg's Nick Naming Page.
SSA:0010271	Saulitis	common	en	BIGGS-SHEET	Named by Dena Matkin /TransientBigg's Nick Naming Page.
SSA:0010272	The Chuch	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010273	Neftali	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010274	Alcyon	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010275	Misneach	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010276	Eve	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010277	Zoe	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010278	Alison	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010278	Ali	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010279	Jasmine	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010280	Farenorth	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010280	*Findlay Farenorth	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010281	Eider	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010281	AL15	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010282	Nahanni	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010284	Denali	common	en	BIGGS-SHEET	Named by Ryatt Moore (Transient/Bigg's Orca Nick Naming Page).
SSA:0010285	Tyndall	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010286	Tenakee	common	en	BIGGS-SHEET	Named by Ellie Sawyer (Transient/Bigg's Orca Nick Naming Page).
SSA:0010287	Akia	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010288	Siku	common	en	BIGGS-SHEET	Named by Elizabeth Zwamborn (Transient/Bigg's Orca Nick Naming Page).
SSA:0010289	Harbeson	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010289	AO1	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010290	Eagle	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010290	AO4	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010291	Piglet	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010292	Tigger	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010293	Kanga	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010294	Sebree	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010295	Joanna	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010295	AH1	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010296	Gull	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010296	AH5	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010297	Bella	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010297	AM34	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010298	Kirk	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010299	Holly	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010301	Barakat	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010302	Puck	common	en	BIGGS-SHEET	Named by Gary Sutton (Transient/Bigg's Orca Nick Naming page).
SSA:0010303	Qwiin qwiin oo qwii la	common	en	BIGGS-SHEET	Named by named by the Tulalip Tribe -Ray Fryberg's wife Sheryl Nuchanulth.
SSA:0010304	Hutchins	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010304	AL41	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010305	Freya	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010306	Seidr	common	en	BIGGS-SHEET	Named by Monika Wieland Sheilds (Transient/Bigg's Orca Nick Naming Page).
SSA:0010307	Potnia	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010308	Selkie	common	en	BIGGS-SHEET	Named by Julie Massa (Transient/Bigg's Orca Nick Naming Page).
SSA:0010309	Laurel	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010310	Tharaya	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010311	Estrella	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010312	Reef	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010312	AL42	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010313	Rush	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010313	AL45	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010314	Lagoon	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010315	Beardslee	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010316	Stephens	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010316	AM23	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010317	Noyes	common	en	BIGGS-SHEET	Named by Dena Matkin/SIMRS.
SSA:0010317	Big Momma	common	en	BIGGS-SHEET	Named by Dena Matkin/SIMRS.
SSA:0010318	Frio	common	en	BIGGS-SHEET	Named by Dena Matkin/SIMRS.
SSA:0010318	Runaway	common	en	BIGGS-SHEET	Named by Dena Matkin/SIMRS.
SSA:0010319	Fuser	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010320	Seekah	common	en	BIGGS-SHEET	Named by Brendon Bissonnette (Transient/Bigg's Orca Nick Naming page).
SSA:0010321	Macoah	common	en	BIGGS-SHEET	Named by Brendon Bissonnette (Transient/Bigg's Orca Nick Naming page).
SSA:0010322	Keeha	common	en	BIGGS-SHEET	Named by Brendon Bissonnette (Transient/Bigg's Orca Nick Naming page).
SSA:0010323	Cordova	common	en	BIGGS-SHEET	Named by Brendon Bissonnette (Transient/Bigg's Orca Nick Naming page).
SSA:0010324	Spong	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010325	Kʷiisaḥiʔis	common	en	BIGGS-SHEET	Named by received name from the Ehattesaht Nation..
SSA:0010326	Garrett	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010327	Argyle	common	en	BIGGS-SHEET	Named by Brendon Bissonnette (Transient/Bigg's Orca Nick Naming page).
SSA:0010328	Riley	common	en	BIGGS-SHEET	Named by Marcie Callewaert John (Transient/Bigg's Orca Nick Naming page).
SSA:0010329	Wieland	common	en	BIGGS-SHEET	Named by Rebecca Berger (Transient/Bigg's Orca Nick Naming page).
SSA:0010330	Weiss	common	en	BIGGS-SHEET	Named by Monika Wieland Shields (Transient/Bigg's Orca Nick Naming page).
SSA:0010331	Sem	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010336	Boca	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010340	Eivin	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010341	Tazzie	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010343	Yoda	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010355	Sandy	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010356	Sturgess	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010357	Garforth	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010365	Fortune	common	en	BIGGS-SHEET	Named by SIMRS.
SSA:0010368	Centeki	common	en	BIGGS-SHEET	Named by Monika Wieland Shields (Transient/Bigg's Orca Nick Naming page).
SSA:0010369	Sidney	common	en	BIGGS-SHEET	Named by VanAqua.
SSA:0010370	Stanley	common	en	BIGGS-SHEET	Named by VanAqua.
SSA:0010371	Lucky	common	en	BIGGS-SHEET	Named by VanAqua.
SSA:0010372	D'Arcy	common	en	BIGGS-SHEET	Named by VanAqua.
SSA:0010373	Myrtle (Fertile Myrtle)	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010374	Kittiwake	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010375	Bonapartes	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010376	Sabine	common	en	BIGGS-SHEET	Named by Sara Hysong-Shimazu & Donna Green Van Renselaar (Transient/Bigg's Orca Nick Naming page).
SSA:0010377	Elkugu	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010378	Agafia	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010379	Litton	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010380	Wasini	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010381	Spindrift	common	en	BIGGS-SHEET	Named by Ashley Keegan (Transient/Bigg's Orca Nick Naming page)/Dena Matkin.
SSA:0010381	Alethia*	common	en	BIGGS-SHEET	Named by Ashley Keegan (Transient/Bigg's Orca Nick Naming page)/Dena Matkin.
SSA:0010382	Sabio	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010383	Strix	common	en	BIGGS-SHEET	Named by Amanda Marie Colbert (Transient/Bigg's Orca Nick Naming page).
SSA:0010384	Kasuun	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010385	Kite	common	en	BIGGS-SHEET	Named by Yifan Ling (Transient/Bigg's Orca Nick Naming page).
SSA:0010386	Cooper	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010386	AL18	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010387	Field	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010388	Salish II	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010389	Seretse	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010390	Lupine	common	en	BIGGS-SHEET	Named by Kelly Dawson (Transient/Bigg's Orca Nick Naming page).
SSA:0010391	Dune	common	en	BIGGS-SHEET	Named by Yifan Ling (Transient/Bigg's Orca Nick Naming page).
SSA:0010392	Murk	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010393	AV52	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010394	Jetsam	common	en	BIGGS-SHEET	Named by Pascale Campagna-Slater (Transient/Bigg's Orca Nick Naming page).
SSA:0010395	AV53	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010396	Flotsam	common	en	BIGGS-SHEET	Named by Pascale Campagna-Slater (Transient/Bigg's Orca Nick Naming page).
SSA:0010396	AV51	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010397	CA52	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010398	CA59	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010400	Scott	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010400	AO10/CA20	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010401	Finn	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010401	CA18	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010402	Jan	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010402	CA54	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010403	Dawn	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010403	CA27	hidden	en	BIGGS-SHEET	Alaska/California catalogue designation. A proper crosswalk needs that catalogue's namespace — see Q23.
SSA:0010404	Loon	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010405	Jack	common	en	BIGGS-SHEET	Named by Jilann Campbell/Dena Matkin.
SSA:0010405	Barb	common	en	BIGGS-SHEET	Named by Jilann Campbell/Dena Matkin.
SSA:0010406	Tempest	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010407	Wright	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010416	Ty	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010416	Tyeen	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010417	Ian	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010418	Oamaru	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010419	Oma	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010422	Chiloe	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010423	Svaha!	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010425	Leah	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010426	Basho	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010430	Mardy	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010431	Capricho	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010432	Batalla	common	en	BIGGS-SHEET	Named by Dena Matkin.
SSA:0010434	Pelagia	common	en	BIGGS-SHEET	Named by Dena Matkin.
