entity_id	status	effective	asserted_on	recorded	source_id
SSA:0010460	presumed_dead	../2026-07		2026-07-28	BIGGS-SHEET
SSA:0010462	alive	1998		2026-07-28	BIGGS-SHEET
SSA:0010463	alive	2015		2026-07-28	BIGGS-SHEET
SSA:0010464	alive	2019		2026-07-28	BIGGS-SHEET
SSA:0010465	alive	2005		2026-07-28	BIGGS-SHEET
SSA:0010466	dead	../2026-07		2026-07-28	BIGGS-SHEET
SSA:0010467	dead	../2026-07		2026-07-28	BIGGS-SHEET
SSA:0010468	alive	1982		2026-07-28	BIGGS-SHEET
SSA:0010469	alive	1994		2026-07-28	BIGGS-SHEET
SSA:0010470	alive	2007		2026-07-28	BIGGS-SHEET
SSA:0010471	alive	2013		2026-07-28	BIGGS-SHEET
SSA:0010472	unknown	../2026-07		2026-07-28	BIGGS-SHEET
SSA:0010473	unknown	../2026-07		2026-07-28	BIGGS-SHEET
SSA:0010474	alive	1984		2026-07-28	BIGGS-SHEET
SSA:0010475	alive	1999		2026-07-28	BIGGS-SHEET
SSA:0010476	alive	2010		2026-07-28	BIGGS-SHEET
SSA:0010477	alive	1989		2026-07-28	BIGGS-SHEET
SSA:0010478	unknown	../2026-07		2026-07-28	BIGGS-SHEET
SSA:0010479	unknown	../2026-07		2026-07-28	BIGGS-SHEET
SSA:0010480	unknown	../2026-07		2026-07-28	BIGGS-SHEET
SSA:0010481	unknown	../2026-07		2026-07-28	BIGGS-SHEET
SSA:0010482	unknown	../2026-07		2026-07-28	BIGGS-SHEET
SSA:0010483	unknown	../2026-07		2026-07-28	BIGGS-SHEET
SSA:0010485	alive	2007		2026-07-28	BIGGS-SHEET
SSA:0010486	alive	1995		2026-07-28	BIGGS-SHEET
SSA:0010487	alive	1999		2026-07-28	BIGGS-SHEET
SSA:0010488	unknown	../2026-07		2026-07-28	BIGGS-SHEET
SSA:0010489	unknown	../2026-07		2026-07-28	BIGGS-SHEET
SSA:0010492	alive	1993		2026-07-28	BIGGS-SHEET
SSA:0010493	alive	2008		2026-07-28	BIGGS-SHEET
SSA:0010496	alive	1997		2026-07-28	BIGGS-SHEET
SSA:0010498	alive	1998		2026-07-28	BIGGS-SHEET
SSA:0010499	alive	2013		2026-07-28	BIGGS-SHEET
SSA:0010500	dead	../2026-07		2026-07-28	BIGGS-SHEET
SSA:0010501	alive	2003		2026-07-28	BIGGS-SHEET
SSA:0010503	alive	1989		2026-07-28	BIGGS-SHEET
SSA:0010504	alive	2017		2026-07-28	BIGGS-SHEET
SSA:0010506	alive	1982		2026-07-28	BIGGS-SHEET
SSA:0010508	alive	2001		2026-07-28	BIGGS-SHEET
SSA:0010509	alive	2019		2026-07-28	BIGGS-SHEET
