entity_id	ancestor_id	depth	ancestor_label	ancestor_kind	ancestor_rank
SSA:0010051	SSA:0002012	1	T030s	group	matriline
SSA:0010052	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010052	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010052	SSA:0002012	1	T030s	group	matriline
SSA:0010053	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010053	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010053	SSA:0002012	1	T030s	group	matriline
SSA:0010054	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010054	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010054	SSA:0002012	1	T030s	group	matriline
SSA:0010055	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010055	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010055	SSA:0002012	1	T030s	group	matriline
SSA:0010056	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010056	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010056	SSA:0002012	1	T030s	group	matriline
SSA:0010057	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010057	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010057	SSA:0002013	1	T031s	group	matriline
SSA:0010058	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010058	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010058	SSA:0002014	1	T034s	group	matriline
SSA:0010059	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010059	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010059	SSA:0002014	1	T034s	group	matriline
SSA:0010060	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010060	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010060	SSA:0002014	1	T034s	group	matriline
SSA:0010061	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010061	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010061	SSA:0002014	1	T034s	group	matriline
SSA:0010062	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010062	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010062	SSA:0002014	1	T034s	group	matriline
SSA:0010063	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010063	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010063	SSA:0002015	1	T035s	group	matriline
SSA:0010064	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010064	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010064	SSA:0002015	1	T035s	group	matriline
SSA:0010065	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010065	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010065	SSA:0002015	1	T035s	group	matriline
SSA:0010066	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010066	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010066	SSA:0002015	1	T035s	group	matriline
SSA:0010067	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010067	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010067	SSA:0002015	1	T035s	group	matriline
SSA:0010068	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010068	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010068	SSA:0002015	1	T035s	group	matriline
SSA:0010069	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010069	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010069	SSA:0002016	1	T036s	group	matriline
SSA:0010070	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010070	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010070	SSA:0002016	1	T036s	group	matriline
SSA:0010071	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010071	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010071	SSA:0002016	1	T036s	group	matriline
SSA:0010072	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010072	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010072	SSA:0002016	1	T036s	group	matriline
SSA:0010073	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010073	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010073	SSA:0002016	1	T036s	group	matriline
SSA:0010074	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010074	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010074	SSA:0002016	1	T036s	group	matriline
SSA:0010075	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010075	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010075	SSA:0002016	1	T036s	group	matriline
SSA:0010076	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010076	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010076	SSA:0002016	1	T036s	group	matriline
SSA:0010077	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010077	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010077	SSA:0002016	1	T036s	group	matriline
SSA:0010078	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010078	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010078	SSA:0002016	1	T036s	group	matriline
SSA:0010079	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010079	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010079	SSA:0002016	1	T036s	group	matriline
SSA:0010080	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010080	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010080	SSA:0002016	1	T036s	group	matriline
SSA:0010081	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010081	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010081	SSA:0002016	1	T036s	group	matriline
SSA:0010082	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010082	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010082	SSA:0002017	1	T037s	group	matriline
SSA:0010083	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010083	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010083	SSA:0002017	1	T037s	group	matriline
SSA:0010084	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010084	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010084	SSA:0002017	1	T037s	group	matriline
SSA:0010085	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010085	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010085	SSA:0002017	1	T037s	group	matriline
SSA:0010086	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010086	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010086	SSA:0002017	1	T037s	group	matriline
SSA:0010087	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010087	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010087	SSA:0002017	1	T037s	group	matriline
SSA:0010088	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010088	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010088	SSA:0002017	1	T037s	group	matriline
SSA:0010089	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010089	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010089	SSA:0002017	1	T037s	group	matriline
SSA:0010090	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010090	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010090	SSA:0002017	1	T037s	group	matriline
SSA:0010091	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010091	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010091	SSA:0002017	1	T037s	group	matriline
SSA:0010092	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010092	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010092	SSA:0002017	1	T037s	group	matriline
SSA:0010093	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010093	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010093	SSA:0002018	1	T038s	group	matriline
SSA:0010094	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010094	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010094	SSA:0002018	1	T038s	group	matriline
SSA:0010095	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010095	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010095	SSA:0002018	1	T038s	group	matriline
SSA:0010096	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010096	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010096	SSA:0002018	1	T038s	group	matriline
SSA:0010097	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010097	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010097	SSA:0002018	1	T038s	group	matriline
SSA:0010098	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010098	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010098	SSA:0002018	1	T038s	group	matriline
SSA:0010099	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010099	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010099	SSA:0002018	1	T038s	group	matriline
SSA:0010100	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010100	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010100	SSA:0002018	1	T038s	group	matriline
SSA:0010101	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010101	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010101	SSA:0002018	1	T038s	group	matriline
SSA:0010102	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010102	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010102	SSA:0002018	1	T038s	group	matriline
SSA:0010103	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010103	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010103	SSA:0002018	1	T038s	group	matriline
SSA:0010104	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010104	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010104	SSA:0002018	1	T038s	group	matriline
SSA:0010105	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010105	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010105	SSA:0002019	1	T040s	group	matriline
SSA:0010106	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010106	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010106	SSA:0002020	1	T041s	group	matriline
SSA:0010107	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010107	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010107	SSA:0002020	1	T041s	group	matriline
SSA:0010108	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010108	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010108	SSA:0002020	1	T041s	group	matriline
SSA:0010109	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010109	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010109	SSA:0002020	1	T041s	group	matriline
SSA:0010110	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010110	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010110	SSA:0002020	1	T041s	group	matriline
SSA:0010111	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010111	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010111	SSA:0002021	1	T046s	group	matriline
SSA:0010112	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010112	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010112	SSA:0002021	1	T046s	group	matriline
SSA:0010113	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010113	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010113	SSA:0002021	1	T046s	group	matriline
SSA:0010114	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010114	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010114	SSA:0002021	1	T046s	group	matriline
SSA:0010115	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010115	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010115	SSA:0002021	1	T046s	group	matriline
SSA:0010116	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010116	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010116	SSA:0002021	1	T046s	group	matriline
SSA:0010117	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010117	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010117	SSA:0002021	1	T046s	group	matriline
SSA:0010118	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010118	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010118	SSA:0002021	1	T046s	group	matriline
SSA:0010119	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010119	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010119	SSA:0002021	1	T046s	group	matriline
SSA:0010120	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010120	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010120	SSA:0002021	1	T046s	group	matriline
SSA:0010121	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010121	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010121	SSA:0002021	1	T046s	group	matriline
SSA:0010122	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010122	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010122	SSA:0002021	1	T046s	group	matriline
SSA:0010123	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010123	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010123	SSA:0002021	1	T046s	group	matriline
SSA:0010124	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010124	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010124	SSA:0002021	1	T046s	group	matriline
SSA:0010125	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010125	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010125	SSA:0002021	1	T046s	group	matriline
SSA:0010126	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010126	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010126	SSA:0002021	1	T046s	group	matriline
SSA:0010127	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010127	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010127	SSA:0002021	1	T046s	group	matriline
SSA:0010128	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010128	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010128	SSA:0002021	1	T046s	group	matriline
SSA:0010129	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010129	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010129	SSA:0002021	1	T046s	group	matriline
SSA:0010130	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010130	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010130	SSA:0002021	1	T046s	group	matriline
SSA:0010131	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010131	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010131	SSA:0002021	1	T046s	group	matriline
SSA:0010132	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010132	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010132	SSA:0002021	1	T046s	group	matriline
SSA:0010133	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010133	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010133	SSA:0002021	1	T046s	group	matriline
SSA:0010134	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010134	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010134	SSA:0002021	1	T046s	group	matriline
SSA:0010135	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010135	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010135	SSA:0002022	1	T049s	group	matriline
SSA:0010136	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010136	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010136	SSA:0002022	1	T049s	group	matriline
SSA:0010137	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010137	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010137	SSA:0002022	1	T049s	group	matriline
SSA:0010138	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010138	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010138	SSA:0002022	1	T049s	group	matriline
SSA:0010139	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010139	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010139	SSA:0002022	1	T049s	group	matriline
SSA:0010140	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010140	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010140	SSA:0002022	1	T049s	group	matriline
SSA:0010141	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010141	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010141	SSA:0002022	1	T049s	group	matriline
SSA:0010142	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010142	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010142	SSA:0002022	1	T049s	group	matriline
SSA:0010143	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010143	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010143	SSA:0002022	1	T049s	group	matriline
SSA:0010144	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010144	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010144	SSA:0002022	1	T049s	group	matriline
SSA:0010145	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010145	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010145	SSA:0002022	1	T049s	group	matriline
SSA:0010146	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010146	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010146	SSA:0002022	1	T049s	group	matriline
SSA:0010147	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010147	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010147	SSA:0002022	1	T049s	group	matriline
SSA:0010148	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010148	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010148	SSA:0002022	1	T049s	group	matriline
SSA:0010149	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010149	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010149	SSA:0002023	1	T050s	group	matriline
SSA:0010150	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010150	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010150	SSA:0002023	1	T050s	group	matriline
SSA:0010151	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010151	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010151	SSA:0002023	1	T050s	group	matriline
SSA:0010152	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010152	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010152	SSA:0002023	1	T050s	group	matriline
SSA:0010153	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010153	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010153	SSA:0002023	1	T050s	group	matriline
SSA:0010154	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010154	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010154	SSA:0002023	1	T050s	group	matriline
SSA:0010155	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010155	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010155	SSA:0002023	1	T050s	group	matriline
SSA:0010156	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010156	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010156	SSA:0002023	1	T050s	group	matriline
SSA:0010157	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010157	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010157	SSA:0002024	1	T051s	group	matriline
SSA:0010158	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010158	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010158	SSA:0002025	1	T054s	group	matriline
SSA:0010159	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010159	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010159	SSA:0002026	1	T055s	group	matriline
SSA:0010160	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010160	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010160	SSA:0002026	1	T055s	group	matriline
SSA:0010161	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010161	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010161	SSA:0002026	1	T055s	group	matriline
SSA:0010162	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010162	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010162	SSA:0002026	1	T055s	group	matriline
SSA:0010163	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010163	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010163	SSA:0002026	1	T055s	group	matriline
SSA:0010164	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010164	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010164	SSA:0002027	1	T057s	group	matriline
SSA:0010165	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010165	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010165	SSA:0002027	1	T057s	group	matriline
SSA:0010166	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010166	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010166	SSA:0002028	1	T058s	group	matriline
SSA:0010167	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010167	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010167	SSA:0002029	1	T059s	group	matriline
SSA:0010168	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010168	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010168	SSA:0002029	1	T059s	group	matriline
SSA:0010169	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010169	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010169	SSA:0002029	1	T059s	group	matriline
SSA:0010170	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010170	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010170	SSA:0002029	1	T059s	group	matriline
SSA:0010171	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010171	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010171	SSA:0002029	1	T059s	group	matriline
SSA:0010172	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010172	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010172	SSA:0002029	1	T059s	group	matriline
SSA:0010173	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010173	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010173	SSA:0002029	1	T059s	group	matriline
SSA:0010174	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010174	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010174	SSA:0002029	1	T059s	group	matriline
SSA:0010175	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010175	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010175	SSA:0002030	1	T060s	group	matriline
SSA:0010176	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010176	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010176	SSA:0002030	1	T060s	group	matriline
SSA:0010177	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010177	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010177	SSA:0002030	1	T060s	group	matriline
SSA:0010178	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010178	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010178	SSA:0002030	1	T060s	group	matriline
SSA:0010179	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010179	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010179	SSA:0002030	1	T060s	group	matriline
SSA:0010180	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010180	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010180	SSA:0002030	1	T060s	group	matriline
SSA:0010181	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010181	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010181	SSA:0002031	1	T063s	group	matriline
SSA:0010182	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010182	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010182	SSA:0002032	1	T064s	group	matriline
SSA:0010183	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010183	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010183	SSA:0002032	1	T064s	group	matriline
SSA:0010184	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010184	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010184	SSA:0002032	1	T064s	group	matriline
SSA:0010185	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010185	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010185	SSA:0002032	1	T064s	group	matriline
SSA:0010186	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010186	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010186	SSA:0002032	1	T064s	group	matriline
SSA:0010187	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010187	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010187	SSA:0002032	1	T064s	group	matriline
SSA:0010188	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010188	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010188	SSA:0002032	1	T064s	group	matriline
SSA:0010189	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010189	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010189	SSA:0002032	1	T064s	group	matriline
SSA:0010190	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010190	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010190	SSA:0002032	1	T064s	group	matriline
SSA:0010191	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010191	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010191	SSA:0002032	1	T064s	group	matriline
SSA:0010192	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010192	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010192	SSA:0002033	1	T065s	group	matriline
SSA:0010193	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010193	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010193	SSA:0002033	1	T065s	group	matriline
SSA:0010194	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010194	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010194	SSA:0002033	1	T065s	group	matriline
SSA:0010195	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010195	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010195	SSA:0002033	1	T065s	group	matriline
SSA:0010196	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010196	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010196	SSA:0002033	1	T065s	group	matriline
SSA:0010197	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010197	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010197	SSA:0002033	1	T065s	group	matriline
SSA:0010198	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010198	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010198	SSA:0002033	1	T065s	group	matriline
SSA:0010199	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010199	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010199	SSA:0002033	1	T065s	group	matriline
SSA:0010200	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010200	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010200	SSA:0002033	1	T065s	group	matriline
SSA:0010201	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010201	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010201	SSA:0002033	1	T065s	group	matriline
SSA:0010202	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010202	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010202	SSA:0002033	1	T065s	group	matriline
SSA:0010203	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010203	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010203	SSA:0002034	1	T068s	group	matriline
SSA:0010204	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010204	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010204	SSA:0002034	1	T068s	group	matriline
SSA:0010205	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010205	SSA:0000900	3	Orcinus orca	taxon	
SSA:0010205	SSA:0002034	1	T068s	group	matriline
SSA:0010206	SSA:0000002	2	Bigg's	group	ecotype
SSA:0010206	SSA:0000900	3	Orcinus orca	taxon	
