taxon_id	ancestor_id	depth	ancestor_rank	ancestor_name
NCBITaxon:8906	NCBITaxon:436491	5	clade	Theropoda
NCBITaxon:8906	NCBITaxon:436492	4	clade	Coelurosauria
NCBITaxon:8906	NCBITaxon:6072	24	clade	Eumetazoa
NCBITaxon:8906	NCBITaxon:7711	21	phylum	Chordata
NCBITaxon:8906	NCBITaxon:7742	19	clade	Vertebrata
NCBITaxon:8906	NCBITaxon:7776	18	clade	Gnathostomata
NCBITaxon:8906	NCBITaxon:8287	15	superclass	Sarcopterygii
NCBITaxon:8906	NCBITaxon:8457	11	clade	Sauropsida
NCBITaxon:8906	NCBITaxon:8492	8	clade	Archosauria
NCBITaxon:8906	NCBITaxon:8782	3	class	Aves
NCBITaxon:8906	NCBITaxon:8825	2	infraclass	Neognathae
NCBITaxon:8906	NCBITaxon:8906	0	order	Charadriiformes
NCBITaxon:8906	NCBITaxon:89593	20	subphylum	Craniata
NCBITaxon:8910	NCBITaxon:117570	18	clade	Teleostomi
NCBITaxon:8910	NCBITaxon:117571	17	clade	Euteleostomi
NCBITaxon:8910	NCBITaxon:131567	29	cellular root	cellular organisms
NCBITaxon:8910	NCBITaxon:1329799	10	clade	Archelosauria
NCBITaxon:8910	NCBITaxon:1338369	15	clade	Dipnotetrapodomorpha
NCBITaxon:8910	NCBITaxon:2759	28	domain	Eukaryota
NCBITaxon:8910	NCBITaxon:3078114	2	clade	Neoaves
NCBITaxon:8910	NCBITaxon:32523	14	clade	Tetrapoda
NCBITaxon:8910	NCBITaxon:32524	13	clade	Amniota
NCBITaxon:8910	NCBITaxon:32561	11	clade	Sauria
NCBITaxon:8910	NCBITaxon:33154	27	clade	Opisthokonta
NCBITaxon:8910	NCBITaxon:33208	26	kingdom	Metazoa
NCBITaxon:8910	NCBITaxon:33213	24	clade	Bilateria
NCBITaxon:8910	NCBITaxon:33511	23	clade	Deuterostomia
NCBITaxon:8910	NCBITaxon:436486	8	clade	Dinosauria
NCBITaxon:8910	NCBITaxon:436489	7	clade	Saurischia
NCBITaxon:8910	NCBITaxon:436491	6	clade	Theropoda
NCBITaxon:8910	NCBITaxon:436492	5	clade	Coelurosauria
NCBITaxon:8910	NCBITaxon:6072	25	clade	Eumetazoa
NCBITaxon:8910	NCBITaxon:7711	22	phylum	Chordata
NCBITaxon:8910	NCBITaxon:7742	20	clade	Vertebrata
NCBITaxon:8910	NCBITaxon:7776	19	clade	Gnathostomata
NCBITaxon:8910	NCBITaxon:8287	16	superclass	Sarcopterygii
NCBITaxon:8910	NCBITaxon:8457	12	clade	Sauropsida
NCBITaxon:8910	NCBITaxon:8492	9	clade	Archosauria
NCBITaxon:8910	NCBITaxon:8782	4	class	Aves
NCBITaxon:8910	NCBITaxon:8825	3	infraclass	Neognathae
NCBITaxon:8910	NCBITaxon:8906	1	order	Charadriiformes
NCBITaxon:8910	NCBITaxon:8910	0	family	Laridae
NCBITaxon:8910	NCBITaxon:89593	21	subphylum	Craniata
NCBITaxon:89593	NCBITaxon:131567	8	cellular root	cellular organisms
NCBITaxon:89593	NCBITaxon:2759	7	domain	Eukaryota
NCBITaxon:89593	NCBITaxon:33154	6	clade	Opisthokonta
NCBITaxon:89593	NCBITaxon:33208	5	kingdom	Metazoa
NCBITaxon:89593	NCBITaxon:33213	3	clade	Bilateria
NCBITaxon:89593	NCBITaxon:33511	2	clade	Deuterostomia
NCBITaxon:89593	NCBITaxon:6072	4	clade	Eumetazoa
NCBITaxon:89593	NCBITaxon:7711	1	phylum	Chordata
NCBITaxon:89593	NCBITaxon:89593	0	subphylum	Craniata
NCBITaxon:9126	NCBITaxon:117570	19	clade	Teleostomi
NCBITaxon:9126	NCBITaxon:117571	18	clade	Euteleostomi
NCBITaxon:9126	NCBITaxon:131567	30	cellular root	cellular organisms
NCBITaxon:9126	NCBITaxon:1329799	11	clade	Archelosauria
NCBITaxon:9126	NCBITaxon:1338369	16	clade	Dipnotetrapodomorpha
NCBITaxon:9126	NCBITaxon:2759	29	domain	Eukaryota
NCBITaxon:9126	NCBITaxon:3073808	2	clade	Telluraves
NCBITaxon:9126	NCBITaxon:3073809	1	clade	Australaves
NCBITaxon:9126	NCBITaxon:3078114	3	clade	Neoaves
NCBITaxon:9126	NCBITaxon:32523	15	clade	Tetrapoda
NCBITaxon:9126	NCBITaxon:32524	14	clade	Amniota
NCBITaxon:9126	NCBITaxon:32561	12	clade	Sauria
NCBITaxon:9126	NCBITaxon:33154	28	clade	Opisthokonta
NCBITaxon:9126	NCBITaxon:33208	27	kingdom	Metazoa
NCBITaxon:9126	NCBITaxon:33213	25	clade	Bilateria
NCBITaxon:9126	NCBITaxon:33511	24	clade	Deuterostomia
NCBITaxon:9126	NCBITaxon:436486	9	clade	Dinosauria
NCBITaxon:9126	NCBITaxon:436489	8	clade	Saurischia
NCBITaxon:9126	NCBITaxon:436491	7	clade	Theropoda
NCBITaxon:9126	NCBITaxon:436492	6	clade	Coelurosauria
NCBITaxon:9126	NCBITaxon:6072	26	clade	Eumetazoa
NCBITaxon:9126	NCBITaxon:7711	23	phylum	Chordata
NCBITaxon:9126	NCBITaxon:7742	21	clade	Vertebrata
NCBITaxon:9126	NCBITaxon:7776	20	clade	Gnathostomata
NCBITaxon:9126	NCBITaxon:8287	17	superclass	Sarcopterygii
NCBITaxon:9126	NCBITaxon:8457	13	clade	Sauropsida
NCBITaxon:9126	NCBITaxon:8492	10	clade	Archosauria
NCBITaxon:9126	NCBITaxon:8782	5	class	Aves
NCBITaxon:9126	NCBITaxon:8825	4	infraclass	Neognathae
NCBITaxon:9126	NCBITaxon:89593	22	subphylum	Craniata
NCBITaxon:9126	NCBITaxon:9126	0	order	Passeriformes
NCBITaxon:91561	NCBITaxon:117570	11	clade	Teleostomi
NCBITaxon:91561	NCBITaxon:117571	10	clade	Euteleostomi
NCBITaxon:91561	NCBITaxon:131567	22	cellular root	cellular organisms
NCBITaxon:91561	NCBITaxon:1338369	8	clade	Dipnotetrapodomorpha
NCBITaxon:91561	NCBITaxon:1437010	2	clade	Boreoeutheria
NCBITaxon:91561	NCBITaxon:2759	21	domain	Eukaryota
NCBITaxon:91561	NCBITaxon:314145	1	superorder	Laurasiatheria
NCBITaxon:91561	NCBITaxon:32523	7	clade	Tetrapoda
NCBITaxon:91561	NCBITaxon:32524	6	clade	Amniota
NCBITaxon:91561	NCBITaxon:32525	4	clade	Theria
NCBITaxon:91561	NCBITaxon:33154	20	clade	Opisthokonta
NCBITaxon:91561	NCBITaxon:33208	19	kingdom	Metazoa
NCBITaxon:91561	NCBITaxon:33213	17	clade	Bilateria
NCBITaxon:91561	NCBITaxon:33511	16	clade	Deuterostomia
NCBITaxon:91561	NCBITaxon:40674	5	class	Mammalia
NCBITaxon:91561	NCBITaxon:6072	18	clade	Eumetazoa
NCBITaxon:91561	NCBITaxon:7711	15	phylum	Chordata
NCBITaxon:91561	NCBITaxon:7742	13	clade	Vertebrata
NCBITaxon:91561	NCBITaxon:7776	12	clade	Gnathostomata
NCBITaxon:91561	NCBITaxon:8287	9	superclass	Sarcopterygii
NCBITaxon:91561	NCBITaxon:89593	14	subphylum	Craniata
NCBITaxon:91561	NCBITaxon:91561	0	order	Artiodactyla
NCBITaxon:91561	NCBITaxon:9347	3	clade	Eutheria
NCBITaxon:9158	NCBITaxon:117570	21	clade	Teleostomi
NCBITaxon:9158	NCBITaxon:117571	20	clade	Euteleostomi
NCBITaxon:9158	NCBITaxon:131567	32	cellular root	cellular organisms
NCBITaxon:9158	NCBITaxon:1329799	13	clade	Archelosauria
NCBITaxon:9158	NCBITaxon:1338369	18	clade	Dipnotetrapodomorpha
NCBITaxon:9158	NCBITaxon:175121	1	superfamily	Passeroidea
NCBITaxon:9158	NCBITaxon:2759	31	domain	Eukaryota
NCBITaxon:9158	NCBITaxon:3073808	4	clade	Telluraves
NCBITaxon:9158	NCBITaxon:3073809	3	clade	Australaves
NCBITaxon:9158	NCBITaxon:3078114	5	clade	Neoaves
NCBITaxon:9158	NCBITaxon:32523	17	clade	Tetrapoda
NCBITaxon:9158	NCBITaxon:32524	16	clade	Amniota
NCBITaxon:9158	NCBITaxon:32561	14	clade	Sauria
NCBITaxon:9158	NCBITaxon:33154	30	clade	Opisthokonta
NCBITaxon:9158	NCBITaxon:33208	29	kingdom	Metazoa
NCBITaxon:9158	NCBITaxon:33213	27	clade	Bilateria
NCBITaxon:9158	NCBITaxon:33511	26	clade	Deuterostomia
NCBITaxon:9158	NCBITaxon:436486	11	clade	Dinosauria
NCBITaxon:9158	NCBITaxon:436489	10	clade	Saurischia
NCBITaxon:9158	NCBITaxon:436491	9	clade	Theropoda
NCBITaxon:9158	NCBITaxon:436492	8	clade	Coelurosauria
NCBITaxon:9158	NCBITaxon:6072	28	clade	Eumetazoa
NCBITaxon:9158	NCBITaxon:7711	25	phylum	Chordata
NCBITaxon:9158	NCBITaxon:7742	23	clade	Vertebrata
NCBITaxon:9158	NCBITaxon:7776	22	clade	Gnathostomata
NCBITaxon:9158	NCBITaxon:8287	19	superclass	Sarcopterygii
NCBITaxon:9158	NCBITaxon:8457	15	clade	Sauropsida
NCBITaxon:9158	NCBITaxon:8492	12	clade	Archosauria
NCBITaxon:9158	NCBITaxon:8782	7	class	Aves
NCBITaxon:9158	NCBITaxon:8825	6	infraclass	Neognathae
NCBITaxon:9158	NCBITaxon:89593	24	subphylum	Craniata
NCBITaxon:9158	NCBITaxon:9126	2	order	Passeriformes
NCBITaxon:9158	NCBITaxon:9158	0	family	Passeridae
NCBITaxon:9159	NCBITaxon:117570	22	clade	Teleostomi
NCBITaxon:9159	NCBITaxon:117571	21	clade	Euteleostomi
NCBITaxon:9159	NCBITaxon:131567	33	cellular root	cellular organisms
NCBITaxon:9159	NCBITaxon:1329799	14	clade	Archelosauria
NCBITaxon:9159	NCBITaxon:1338369	19	clade	Dipnotetrapodomorpha
NCBITaxon:9159	NCBITaxon:175121	2	superfamily	Passeroidea
NCBITaxon:9159	NCBITaxon:2759	32	domain	Eukaryota
NCBITaxon:9159	NCBITaxon:3073808	5	clade	Telluraves
NCBITaxon:9159	NCBITaxon:3073809	4	clade	Australaves
NCBITaxon:9159	NCBITaxon:3078114	6	clade	Neoaves
NCBITaxon:9159	NCBITaxon:32523	18	clade	Tetrapoda
NCBITaxon:9159	NCBITaxon:32524	17	clade	Amniota
NCBITaxon:9159	NCBITaxon:32561	15	clade	Sauria
NCBITaxon:9159	NCBITaxon:33154	31	clade	Opisthokonta
NCBITaxon:9159	NCBITaxon:33208	30	kingdom	Metazoa
NCBITaxon:9159	NCBITaxon:33213	28	clade	Bilateria
NCBITaxon:9159	NCBITaxon:33511	27	clade	Deuterostomia
NCBITaxon:9159	NCBITaxon:436486	12	clade	Dinosauria
NCBITaxon:9159	NCBITaxon:436489	11	clade	Saurischia
NCBITaxon:9159	NCBITaxon:436491	10	clade	Theropoda
NCBITaxon:9159	NCBITaxon:436492	9	clade	Coelurosauria
NCBITaxon:9159	NCBITaxon:6072	29	clade	Eumetazoa
NCBITaxon:9159	NCBITaxon:7711	26	phylum	Chordata
NCBITaxon:9159	NCBITaxon:7742	24	clade	Vertebrata
NCBITaxon:9159	NCBITaxon:7776	23	clade	Gnathostomata
NCBITaxon:9159	NCBITaxon:8287	20	superclass	Sarcopterygii
NCBITaxon:9159	NCBITaxon:8457	16	clade	Sauropsida
NCBITaxon:9159	NCBITaxon:8492	13	clade	Archosauria
NCBITaxon:9159	NCBITaxon:8782	8	class	Aves
NCBITaxon:9159	NCBITaxon:8825	7	infraclass	Neognathae
NCBITaxon:9159	NCBITaxon:89593	25	subphylum	Craniata
NCBITaxon:9159	NCBITaxon:9126	3	order	Passeriformes
NCBITaxon:9159	NCBITaxon:9158	1	family	Passeridae
NCBITaxon:9159	NCBITaxon:9159	0	genus	Passer
NCBITaxon:9347	NCBITaxon:117570	8	clade	Teleostomi
NCBITaxon:9347	NCBITaxon:117571	7	clade	Euteleostomi
NCBITaxon:9347	NCBITaxon:131567	19	cellular root	cellular organisms
NCBITaxon:9347	NCBITaxon:1338369	5	clade	Dipnotetrapodomorpha
NCBITaxon:9347	NCBITaxon:2759	18	domain	Eukaryota
NCBITaxon:9347	NCBITaxon:32523	4	clade	Tetrapoda
NCBITaxon:9347	NCBITaxon:32524	3	clade	Amniota
NCBITaxon:9347	NCBITaxon:32525	1	clade	Theria
NCBITaxon:9347	NCBITaxon:33154	17	clade	Opisthokonta
NCBITaxon:9347	NCBITaxon:33208	16	kingdom	Metazoa
NCBITaxon:9347	NCBITaxon:33213	14	clade	Bilateria
NCBITaxon:9347	NCBITaxon:33511	13	clade	Deuterostomia
NCBITaxon:9347	NCBITaxon:40674	2	class	Mammalia
NCBITaxon:9347	NCBITaxon:6072	15	clade	Eumetazoa
NCBITaxon:9347	NCBITaxon:7711	12	phylum	Chordata
NCBITaxon:9347	NCBITaxon:7742	10	clade	Vertebrata
NCBITaxon:9347	NCBITaxon:7776	9	clade	Gnathostomata
NCBITaxon:9347	NCBITaxon:8287	6	superclass	Sarcopterygii
NCBITaxon:9347	NCBITaxon:89593	11	subphylum	Craniata
NCBITaxon:9347	NCBITaxon:9347	0	clade	Eutheria
NCBITaxon:9655	NCBITaxon:117570	14	clade	Teleostomi
NCBITaxon:9655	NCBITaxon:117571	13	clade	Euteleostomi
NCBITaxon:9655	NCBITaxon:131567	25	cellular root	cellular organisms
NCBITaxon:9655	NCBITaxon:1338369	11	clade	Dipnotetrapodomorpha
NCBITaxon:9655	NCBITaxon:1437010	5	clade	Boreoeutheria
NCBITaxon:9655	NCBITaxon:2759	24	domain	Eukaryota
NCBITaxon:9655	NCBITaxon:3072906	1	superfamily	Musteloidea
NCBITaxon:9655	NCBITaxon:314145	4	superorder	Laurasiatheria
NCBITaxon:9655	NCBITaxon:32523	10	clade	Tetrapoda
NCBITaxon:9655	NCBITaxon:32524	9	clade	Amniota
NCBITaxon:9655	NCBITaxon:32525	7	clade	Theria
NCBITaxon:9655	NCBITaxon:33154	23	clade	Opisthokonta
NCBITaxon:9655	NCBITaxon:33208	22	kingdom	Metazoa
NCBITaxon:9655	NCBITaxon:33213	20	clade	Bilateria
NCBITaxon:9655	NCBITaxon:33511	19	clade	Deuterostomia
NCBITaxon:9655	NCBITaxon:33554	3	order	Carnivora
NCBITaxon:9655	NCBITaxon:379584	2	suborder	Caniformia
NCBITaxon:9655	NCBITaxon:40674	8	class	Mammalia
NCBITaxon:9655	NCBITaxon:6072	21	clade	Eumetazoa
NCBITaxon:9655	NCBITaxon:7711	18	phylum	Chordata
NCBITaxon:9655	NCBITaxon:7742	16	clade	Vertebrata
NCBITaxon:9655	NCBITaxon:7776	15	clade	Gnathostomata
NCBITaxon:9655	NCBITaxon:8287	12	superclass	Sarcopterygii
NCBITaxon:9655	NCBITaxon:89593	17	subphylum	Craniata
NCBITaxon:9655	NCBITaxon:9347	6	clade	Eutheria
NCBITaxon:9655	NCBITaxon:9655	0	family	Mustelidae
NCBITaxon:9702	NCBITaxon:117570	14	clade	Teleostomi
NCBITaxon:9702	NCBITaxon:117571	13	clade	Euteleostomi
NCBITaxon:9702	NCBITaxon:131567	25	cellular root	cellular organisms
NCBITaxon:9702	NCBITaxon:1338369	11	clade	Dipnotetrapodomorpha
NCBITaxon:9702	NCBITaxon:1437010	5	clade	Boreoeutheria
NCBITaxon:9702	NCBITaxon:2759	24	domain	Eukaryota
NCBITaxon:9702	NCBITaxon:3072905	1	clade	Pinnipedia
NCBITaxon:9702	NCBITaxon:314145	4	superorder	Laurasiatheria
NCBITaxon:9702	NCBITaxon:32523	10	clade	Tetrapoda
NCBITaxon:9702	NCBITaxon:32524	9	clade	Amniota
NCBITaxon:9702	NCBITaxon:32525	7	clade	Theria
NCBITaxon:9702	NCBITaxon:33154	23	clade	Opisthokonta
NCBITaxon:9702	NCBITaxon:33208	22	kingdom	Metazoa
NCBITaxon:9702	NCBITaxon:33213	20	clade	Bilateria
NCBITaxon:9702	NCBITaxon:33511	19	clade	Deuterostomia
NCBITaxon:9702	NCBITaxon:33554	3	order	Carnivora
NCBITaxon:9702	NCBITaxon:379584	2	suborder	Caniformia
NCBITaxon:9702	NCBITaxon:40674	8	class	Mammalia
NCBITaxon:9702	NCBITaxon:6072	21	clade	Eumetazoa
NCBITaxon:9702	NCBITaxon:7711	18	phylum	Chordata
NCBITaxon:9702	NCBITaxon:7742	16	clade	Vertebrata
NCBITaxon:9702	NCBITaxon:7776	15	clade	Gnathostomata
NCBITaxon:9702	NCBITaxon:8287	12	superclass	Sarcopterygii
NCBITaxon:9702	NCBITaxon:89593	17	subphylum	Craniata
NCBITaxon:9702	NCBITaxon:9347	6	clade	Eutheria
NCBITaxon:9702	NCBITaxon:9702	0	family	Otariidae
NCBITaxon:9703	NCBITaxon:117570	15	clade	Teleostomi
NCBITaxon:9703	NCBITaxon:117571	14	clade	Euteleostomi
NCBITaxon:9703	NCBITaxon:131567	26	cellular root	cellular organisms
NCBITaxon:9703	NCBITaxon:1338369	12	clade	Dipnotetrapodomorpha
NCBITaxon:9703	NCBITaxon:1437010	6	clade	Boreoeutheria
NCBITaxon:9703	NCBITaxon:2759	25	domain	Eukaryota
NCBITaxon:9703	NCBITaxon:3072905	2	clade	Pinnipedia
NCBITaxon:9703	NCBITaxon:314145	5	superorder	Laurasiatheria
NCBITaxon:9703	NCBITaxon:32523	11	clade	Tetrapoda
NCBITaxon:9703	NCBITaxon:32524	10	clade	Amniota
NCBITaxon:9703	NCBITaxon:32525	8	clade	Theria
NCBITaxon:9703	NCBITaxon:33154	24	clade	Opisthokonta
NCBITaxon:9703	NCBITaxon:33208	23	kingdom	Metazoa
NCBITaxon:9703	NCBITaxon:33213	21	clade	Bilateria
NCBITaxon:9703	NCBITaxon:33511	20	clade	Deuterostomia
NCBITaxon:9703	NCBITaxon:33554	4	order	Carnivora
NCBITaxon:9703	NCBITaxon:379584	3	suborder	Caniformia
NCBITaxon:9703	NCBITaxon:40674	9	class	Mammalia
NCBITaxon:9703	NCBITaxon:6072	22	clade	Eumetazoa
NCBITaxon:9703	NCBITaxon:7711	19	phylum	Chordata
NCBITaxon:9703	NCBITaxon:7742	17	clade	Vertebrata
NCBITaxon:9703	NCBITaxon:7776	16	clade	Gnathostomata
NCBITaxon:9703	NCBITaxon:8287	13	superclass	Sarcopterygii
NCBITaxon:9703	NCBITaxon:89593	18	subphylum	Craniata
NCBITaxon:9703	NCBITaxon:9347	7	clade	Eutheria
NCBITaxon:9703	NCBITaxon:9702	1	family	Otariidae
NCBITaxon:9703	NCBITaxon:9703	0	genus	Zalophus
NCBITaxon:9704	NCBITaxon:117570	16	clade	Teleostomi
NCBITaxon:9704	NCBITaxon:117571	15	clade	Euteleostomi
NCBITaxon:9704	NCBITaxon:131567	27	cellular root	cellular organisms
NCBITaxon:9704	NCBITaxon:1338369	13	clade	Dipnotetrapodomorpha
NCBITaxon:9704	NCBITaxon:1437010	7	clade	Boreoeutheria
NCBITaxon:9704	NCBITaxon:2759	26	domain	Eukaryota
NCBITaxon:9704	NCBITaxon:3072905	3	clade	Pinnipedia
NCBITaxon:9704	NCBITaxon:314145	6	superorder	Laurasiatheria
NCBITaxon:9704	NCBITaxon:32523	12	clade	Tetrapoda
NCBITaxon:9704	NCBITaxon:32524	11	clade	Amniota
NCBITaxon:9704	NCBITaxon:32525	9	clade	Theria
NCBITaxon:9704	NCBITaxon:33154	25	clade	Opisthokonta
NCBITaxon:9704	NCBITaxon:33208	24	kingdom	Metazoa
NCBITaxon:9704	NCBITaxon:33213	22	clade	Bilateria
NCBITaxon:9704	NCBITaxon:33511	21	clade	Deuterostomia
NCBITaxon:9704	NCBITaxon:33554	5	order	Carnivora
NCBITaxon:9704	NCBITaxon:379584	4	suborder	Caniformia
NCBITaxon:9704	NCBITaxon:40674	10	class	Mammalia
NCBITaxon:9704	NCBITaxon:6072	23	clade	Eumetazoa
NCBITaxon:9704	NCBITaxon:7711	20	phylum	Chordata
NCBITaxon:9704	NCBITaxon:7742	18	clade	Vertebrata
NCBITaxon:9704	NCBITaxon:7776	17	clade	Gnathostomata
NCBITaxon:9704	NCBITaxon:8287	14	superclass	Sarcopterygii
NCBITaxon:9704	NCBITaxon:89593	19	subphylum	Craniata
NCBITaxon:9704	NCBITaxon:9347	8	clade	Eutheria
NCBITaxon:9704	NCBITaxon:9702	2	family	Otariidae
NCBITaxon:9704	NCBITaxon:9703	1	genus	Zalophus
NCBITaxon:9704	NCBITaxon:9704	0	species	Zalophus californianus
NCBITaxon:9709	NCBITaxon:117570	14	clade	Teleostomi
NCBITaxon:9709	NCBITaxon:117571	13	clade	Euteleostomi
NCBITaxon:9709	NCBITaxon:131567	25	cellular root	cellular organisms
NCBITaxon:9709	NCBITaxon:1338369	11	clade	Dipnotetrapodomorpha
NCBITaxon:9709	NCBITaxon:1437010	5	clade	Boreoeutheria
NCBITaxon:9709	NCBITaxon:2759	24	domain	Eukaryota
NCBITaxon:9709	NCBITaxon:3072905	1	clade	Pinnipedia
NCBITaxon:9709	NCBITaxon:314145	4	superorder	Laurasiatheria
NCBITaxon:9709	NCBITaxon:32523	10	clade	Tetrapoda
NCBITaxon:9709	NCBITaxon:32524	9	clade	Amniota
NCBITaxon:9709	NCBITaxon:32525	7	clade	Theria
NCBITaxon:9709	NCBITaxon:33154	23	clade	Opisthokonta
NCBITaxon:9709	NCBITaxon:33208	22	kingdom	Metazoa
NCBITaxon:9709	NCBITaxon:33213	20	clade	Bilateria
NCBITaxon:9709	NCBITaxon:33511	19	clade	Deuterostomia
NCBITaxon:9709	NCBITaxon:33554	3	order	Carnivora
NCBITaxon:9709	NCBITaxon:379584	2	suborder	Caniformia
NCBITaxon:9709	NCBITaxon:40674	8	class	Mammalia
NCBITaxon:9709	NCBITaxon:6072	21	clade	Eumetazoa
NCBITaxon:9709	NCBITaxon:7711	18	phylum	Chordata
NCBITaxon:9709	NCBITaxon:7742	16	clade	Vertebrata
NCBITaxon:9709	NCBITaxon:7776	15	clade	Gnathostomata
NCBITaxon:9709	NCBITaxon:8287	12	superclass	Sarcopterygii
NCBITaxon:9709	NCBITaxon:89593	17	subphylum	Craniata
NCBITaxon:9709	NCBITaxon:9347	6	clade	Eutheria
NCBITaxon:9709	NCBITaxon:9709	0	family	Phocidae
NCBITaxon:9714	NCBITaxon:117570	17	clade	Teleostomi
NCBITaxon:9714	NCBITaxon:117571	16	clade	Euteleostomi
NCBITaxon:9714	NCBITaxon:131567	28	cellular root	cellular organisms
NCBITaxon:9714	NCBITaxon:1338369	14	clade	Dipnotetrapodomorpha
NCBITaxon:9714	NCBITaxon:1437010	8	clade	Boreoeutheria
NCBITaxon:9714	NCBITaxon:2759	27	domain	Eukaryota
NCBITaxon:9714	NCBITaxon:3072905	4	clade	Pinnipedia
NCBITaxon:9714	NCBITaxon:314145	7	superorder	Laurasiatheria
NCBITaxon:9714	NCBITaxon:32523	13	clade	Tetrapoda
NCBITaxon:9714	NCBITaxon:32524	12	clade	Amniota
NCBITaxon:9714	NCBITaxon:32525	10	clade	Theria
NCBITaxon:9714	NCBITaxon:33154	26	clade	Opisthokonta
NCBITaxon:9714	NCBITaxon:33208	25	kingdom	Metazoa
NCBITaxon:9714	NCBITaxon:33213	23	clade	Bilateria
NCBITaxon:9714	NCBITaxon:33511	22	clade	Deuterostomia
NCBITaxon:9714	NCBITaxon:33554	6	order	Carnivora
NCBITaxon:9714	NCBITaxon:3410119	2	subfamily	Monachinae
NCBITaxon:9714	NCBITaxon:3410122	1	tribe	Miroungini
NCBITaxon:9714	NCBITaxon:379584	5	suborder	Caniformia
NCBITaxon:9714	NCBITaxon:40674	11	class	Mammalia
NCBITaxon:9714	NCBITaxon:6072	24	clade	Eumetazoa
NCBITaxon:9714	NCBITaxon:7711	21	phylum	Chordata
NCBITaxon:9714	NCBITaxon:7742	19	clade	Vertebrata
NCBITaxon:9714	NCBITaxon:7776	18	clade	Gnathostomata
NCBITaxon:9714	NCBITaxon:8287	15	superclass	Sarcopterygii
NCBITaxon:9714	NCBITaxon:89593	20	subphylum	Craniata
NCBITaxon:9714	NCBITaxon:9347	9	clade	Eutheria
NCBITaxon:9714	NCBITaxon:9709	3	family	Phocidae
NCBITaxon:9714	NCBITaxon:9714	0	genus	Mirounga
NCBITaxon:9716	NCBITaxon:117570	18	clade	Teleostomi
NCBITaxon:9716	NCBITaxon:117571	17	clade	Euteleostomi
NCBITaxon:9716	NCBITaxon:131567	29	cellular root	cellular organisms
NCBITaxon:9716	NCBITaxon:1338369	15	clade	Dipnotetrapodomorpha
NCBITaxon:9716	NCBITaxon:1437010	9	clade	Boreoeutheria
NCBITaxon:9716	NCBITaxon:2759	28	domain	Eukaryota
NCBITaxon:9716	NCBITaxon:3072905	5	clade	Pinnipedia
NCBITaxon:9716	NCBITaxon:314145	8	superorder	Laurasiatheria
NCBITaxon:9716	NCBITaxon:32523	14	clade	Tetrapoda
NCBITaxon:9716	NCBITaxon:32524	13	clade	Amniota
NCBITaxon:9716	NCBITaxon:32525	11	clade	Theria
NCBITaxon:9716	NCBITaxon:33154	27	clade	Opisthokonta
NCBITaxon:9716	NCBITaxon:33208	26	kingdom	Metazoa
NCBITaxon:9716	NCBITaxon:33213	24	clade	Bilateria
NCBITaxon:9716	NCBITaxon:33511	23	clade	Deuterostomia
NCBITaxon:9716	NCBITaxon:33554	7	order	Carnivora
NCBITaxon:9716	NCBITaxon:3410119	3	subfamily	Monachinae
NCBITaxon:9716	NCBITaxon:3410122	2	tribe	Miroungini
NCBITaxon:9716	NCBITaxon:379584	6	suborder	Caniformia
NCBITaxon:9716	NCBITaxon:40674	12	class	Mammalia
NCBITaxon:9716	NCBITaxon:6072	25	clade	Eumetazoa
NCBITaxon:9716	NCBITaxon:7711	22	phylum	Chordata
NCBITaxon:9716	NCBITaxon:7742	20	clade	Vertebrata
NCBITaxon:9716	NCBITaxon:7776	19	clade	Gnathostomata
NCBITaxon:9716	NCBITaxon:8287	16	superclass	Sarcopterygii
NCBITaxon:9716	NCBITaxon:89593	21	subphylum	Craniata
NCBITaxon:9716	NCBITaxon:9347	10	clade	Eutheria
NCBITaxon:9716	NCBITaxon:9709	4	family	Phocidae
NCBITaxon:9716	NCBITaxon:9714	1	genus	Mirounga
NCBITaxon:9716	NCBITaxon:9716	0	species	Mirounga angustirostris
NCBITaxon:9717	NCBITaxon:117570	16	clade	Teleostomi
NCBITaxon:9717	NCBITaxon:117571	15	clade	Euteleostomi
NCBITaxon:9717	NCBITaxon:131567	27	cellular root	cellular organisms
NCBITaxon:9717	NCBITaxon:1338369	13	clade	Dipnotetrapodomorpha
NCBITaxon:9717	NCBITaxon:1437010	7	clade	Boreoeutheria
NCBITaxon:9717	NCBITaxon:2759	26	domain	Eukaryota
NCBITaxon:9717	NCBITaxon:3072905	3	clade	Pinnipedia
NCBITaxon:9717	NCBITaxon:314145	6	superorder	Laurasiatheria
NCBITaxon:9717	NCBITaxon:32523	12	clade	Tetrapoda
NCBITaxon:9717	NCBITaxon:32524	11	clade	Amniota
NCBITaxon:9717	NCBITaxon:32525	9	clade	Theria
NCBITaxon:9717	NCBITaxon:33154	25	clade	Opisthokonta
NCBITaxon:9717	NCBITaxon:33208	24	kingdom	Metazoa
NCBITaxon:9717	NCBITaxon:33213	22	clade	Bilateria
NCBITaxon:9717	NCBITaxon:33511	21	clade	Deuterostomia
NCBITaxon:9717	NCBITaxon:33554	5	order	Carnivora
NCBITaxon:9717	NCBITaxon:3410118	1	subfamily	Phocinae
NCBITaxon:9717	NCBITaxon:379584	4	suborder	Caniformia
NCBITaxon:9717	NCBITaxon:40674	10	class	Mammalia
NCBITaxon:9717	NCBITaxon:6072	23	clade	Eumetazoa
